Column1,Column2,Column3,Column4,Column5,Column6
"2443178.500000000, A.D. 1977-Feb-04 00",00,"00.0000, -1.028706767455482E+09,  2.602426457814164E+09, -7.592020175265766E+08,  2.502484825429193E+01,  1.664371295128154E+01,  1.774220554533136E+00,",,,
"2443206.500000000, A.D. 1977-Mar-04 00",00,"00.0000, -9.825719676177895E+08,  2.652861815306269E+09, -7.548995158350894E+08,  1.251646540858276E+01,  2.398609420385807E+01,  1.783577544048370E+00,",,,
"2443237.500000000, A.D. 1977-Apr-04 00",00,"00.0000, -9.702281895692695E+08,  2.719351772721463E+09, -7.501104207890170E+08, -3.281406890585543E+00,  2.421718018515751E+01,  1.793977128193500E+00,",,,
"2443267.500000000, A.D. 1977-May-04 00",00,"00.0000, -9.966524744449162E+08,  2.774049583772687E+09, -7.454513267283282E+08, -1.643207151874551E+01,  1.686073213622132E+01,  1.803067268760208E+00,",,,
"2443298.500000000, A.D. 1977-Jun-04 00",00,"00.0000, -1.052908261309418E+09,  2.802529213768251E+09, -7.406121655620263E+08, -2.439519399599561E+01,  3.730776496328195E+00,  1.811582191684701E+00,",,,
"2443328.500000000, A.D. 1977-Jul-04 00",00,"00.0000, -1.118448808328973E+09,  2.793104555304256E+09, -7.359054552514137E+08, -2.492356741105421E+01, -1.102633851376550E+01,  1.819931343814578E+00,",,,
"2443359.500000000, A.D. 1977-Aug-04 00",00,"00.0000, -1.177522362185093E+09,  2.744558605110403E+09, -7.310170549772341E+08, -1.800358503807786E+01, -2.461637335245261E+01,  1.829002250928198E+00,",,,
"2443390.500000000, A.D. 1977-Sep-04 00",00,"00.0000, -1.209557489194983E+09,  2.665805041699431E+09, -7.261024525204444E+08, -5.167099785951082E+00, -3.307137804908859E+01,  1.839208846088450E+00,",,,
"2443420.500000000, A.D. 1977-Oct-04 00",00,"00.0000, -1.203580462438421E+09,  2.577099993221830E+09, -7.213200911404788E+08,  9.883752970677094E+00, -3.408195903972519E+01,  1.849863495720140E+00,",,,
"2443451.500000000, A.D. 1977-Nov-04 00",00,"00.0000, -1.157282785627314E+09,  2.493435628552768E+09, -7.163498230151236E+08,  2.407773296032020E+01, -2.710142882004240E+01,  1.861710411172760E+00,",,,
"2443481.500000000, A.D. 1977-Dec-04 00",00,"00.0000, -1.082356669269483E+09,  2.439034582092206E+09, -7.115111644431057E+08,  3.259074821374956E+01, -1.411477854748020E+01,  1.873199171725220E+00,",,,
"2443512.500000000, A.D. 1978-Jan-04 00",00,"00.0000, -9.922094162839038E+08,  2.422783834627960E+09, -7.064807269440551E+08,  3.323574349341033E+01,  2.030406929151703E+00,  1.884829717534025E+00,",,,
"2443543.500000000, A.D. 1978-Feb-04 00",00,"00.0000, -9.120821182530335E+08,  2.448089811496659E+09, -7.014193560027431E+08,  2.532007959308563E+01,  1.611238238014935E+01,  1.895604862006575E+00,",,,
"2443571.500000000, A.D. 1978-Mar-04 00",00,"00.0000, -8.652374361955943E+08,  2.497280487719727E+09, -6.968215726894934E+08,  1.284412705011469E+01,  2.351037262649843E+01,  1.905647855427574E+00,",,,
"2443602.500000000, A.D. 1978-Apr-04 00",00,"00.0000, -8.520555594012132E+08,  2.562558892801058E+09, -6.917027533629864E+08, -2.968755424004261E+00,  2.381844557489207E+01,  1.915809417110314E+00,",,,
"2443632.500000000, A.D. 1978-May-04 00",00,"00.0000, -8.777153809013447E+08,  2.616238770977798E+09, -6.867212379095595E+08, -1.616615560690397E+01,  1.651101715836323E+01,  1.926082273265261E+00,",,,
"2443663.500000000, A.D. 1978-Jun-04 00",00,"00.0000, -9.333061312735436E+08,  2.643774187973870E+09, -6.815453688497674E+08, -2.419633468596966E+01,  3.392819361128134E+00,  1.937214440462466E+00,",,,
"2443693.500000000, A.D. 1978-Jul-04 00",00,"00.0000, -9.983583774096889E+08,  2.633462313796245E+09, -6.765088773012830E+08, -2.478457438212855E+01, -1.138154073486789E+01,  1.948271403483089E+00,",,,
"2443724.500000000, A.D. 1978-Aug-04 00",00,"00.0000, -1.057088707208997E+09,  2.583942590312380E+09, -6.712755836154733E+08, -1.790841374619794E+01, -2.501823029837199E+01,  1.960126634730516E+00,",,,
"2443755.500000000, A.D. 1978-Sep-04 00",00,"00.0000, -1.088902351031992E+09,  2.504082966289287E+09, -6.660120085819367E+08, -5.091034381755037E+00, -3.353310793092228E+01,  1.971954353208876E+00,",,,
"2443785.500000000, A.D. 1978-Oct-04 00",00,"00.0000, -1.082761558683166E+09,  2.414135772472504E+09, -6.608884472223563E+08,  9.964760930364058E+00, -3.460707598829243E+01,  1.983343739808266E+00,",,,
"2443816.500000000, A.D. 1978-Nov-04 00",00,"00.0000, -1.036256644550996E+09,  2.328996874898598E+09, -6.555619159346848E+08,  2.419268100077096E+01, -2.767902943885638E+01,  1.994997238530317E+00,",,,
"2443846.500000000, A.D. 1978-Dec-04 00",00,"00.0000, -9.610114592786453E+08,  2.273018465982851E+09, -6.503749663920724E+08,  3.275821122616784E+01, -1.472647230014725E+01,  2.006755892483166E+00,",,,
"2443877.500000000, A.D. 1979-Jan-04 00",00,"00.0000, -8.703502579036149E+08,  2.255064405018745E+09, -6.449810066834635E+08,  3.345977210853185E+01,  1.413401278351325E+00,  2.019437424152301E+00,",,,
"2443908.500000000, A.D. 1979-Feb-04 00",00,"00.0000, -7.895195179078014E+08,  2.278695035280109E+09, -6.395518157242544E+08,  2.559422495774003E+01,  1.551306384096214E+01,  2.033032403097322E+00,",,,
"2443936.500000000, A.D. 1979-Mar-04 00",00,"00.0000, -7.419157313051331E+08,  2.326470503287338E+09, -6.346176679450732E+08,  1.315025356786228E+01,  2.295831927909330E+01,  2.044902658661060E+00,",,,
"2443967.500000000, A.D. 1979-Apr-04 00",00,"00.0000, -7.278520301701670E+08,  2.390334949265970E+09, -6.291220034506266E+08, -2.658400701208842E+00,  2.330943141937411E+01,  2.058579188988547E+00,",,,
"2443997.500000000, A.D. 1979-May-04 00",00,"00.0000, -7.526961279382792E+08,  2.442789165800709E+09, -6.237711158949292E+08, -1.587603776638500E+01,  1.604225294726974E+01,  2.071256569953822E+00,",,,
"2444028.500000000, A.D. 1979-Jun-04 00",00,"00.0000, -8.075558106440995E+08,  2.469156491383693E+09, -6.182086331006596E+08, -2.394277672671521E+01,  2.950324191496922E+00,  2.083951600362916E+00,",,,
"2444058.500000000, A.D. 1979-Jul-04 00",00,"00.0000, -8.720478029423275E+08,  2.457744652161543E+09, -6.127936193629186E+08, -2.458188816306686E+01, -1.182052938286437E+01,  2.095867456742869E+00,",,,
"2444089.500000000, A.D. 1979-Aug-04 00",00,"00.0000, -9.303555389883080E+08,  2.407037251868145E+09, -6.071645530626572E+08, -1.775908472152667E+01, -2.547628142798991E+01,  2.107920227111471E+00,",,,
"2444120.500000000, A.D. 1979-Sep-04 00",00,"00.0000, -9.618758956043438E+08,  2.325861949175099E+09, -6.015005482628138E+08, -4.989059592176186E+00, -3.403864377844572E+01,  2.120455901226098E+00,",,,
"2444150.500000000, A.D. 1979-Oct-04 00",00,"00.0000, -9.555113164297881E+08,  2.234461704452104E+09, -5.959844857512603E+08,  1.004740394097617E+01, -3.518421142952253E+01,  2.133802554959610E+00,",,,
"2444181.500000000, A.D. 1979-Nov-04 00",00,"00.0000, -9.087455924724292E+08,  2.147619145051809E+09, -5.902471034436822E+08,  2.428966709337646E+01, -2.834101216771571E+01,  2.148916647630189E+00,",,,
"2444211.500000000, A.D. 1979-Dec-04 00",00,"00.0000, -8.331282124277732E+08,  2.089824933833792E+09, -5.846569617989776E+08,  3.291242447867570E+01, -1.545197892728526E+01,  2.164149072264194E+00,",,,
"2444242.500000000, A.D. 1980-Jan-04 00",00,"00.0000, -7.418964830908436E+08,  2.069904631693753E+09, -5.788403709116499E+08,  3.370082154603280E+01,  6.591251282703219E-01,  2.180173093031628E+00,",,,
"2444273.500000000, A.D. 1980-Feb-04 00",00,"00.0000, -6.602939858022810E+08,  2.091586317873875E+09, -5.729826083774519E+08,  2.591954093974410E+01,  1.478371562502293E+01,  2.195623166676352E+00,",,,
"2444302.500000000, A.D. 1980-Mar-04 00",00,"00.0000, -6.107209931198552E+08,  2.139632961244918E+09, -5.674658238595273E+08,  1.301758657039026E+01,  2.242567875556552E+01,  2.209706793644254E+00,",,,
"2444333.500000000, A.D. 1980-Apr-04 00",00,"00.0000, -5.970544648219626E+08,  2.201830684252475E+09, -5.615292266509637E+08, -2.775458446824585E+00,  2.257657968243521E+01,  2.224040542963401E+00,",,,
"2444363.500000000, A.D. 1980-May-04 00",00,"00.0000, -6.221397334127061E+08,  2.252162427232329E+09, -5.557459994665236E+08, -1.589294279062944E+01,  1.514801412292431E+01,  2.237879800107943E+00,",,,
"2444394.500000000, A.D. 1980-Jun-04 00",00,"00.0000, -6.768806696445566E+08,  2.275957428447375E+09, -5.497307376767184E+08, -2.380335868812480E+01,  1.963125115378020E+00,  2.252356371301834E+00,",,,
"2444424.500000000, A.D. 1980-Jul-04 00",00,"00.0000, -7.407955079482225E+08,  2.261897096147633E+09, -5.438709707933059E+08, -2.427241093981835E+01, -1.282204562437487E+01,  2.267254685419683E+00,",,,
"2444455.500000000, A.D. 1980-Aug-04 00",00,"00.0000, -7.980276588888022E+08,  2.208528381886669E+09, -5.377751641091082E+08, -1.729564997234645E+01, -2.641802579456634E+01,  2.283748747600310E+00,",,,
"2444486.500000000, A.D. 1980-Sep-04 00",00,"00.0000, -8.280894019263287E+08,  2.124981379695689E+09, -5.316365709624819E+08, -4.414714184086379E+00, -3.485674317891280E+01,  2.300767645190021E+00,",,,
"2444516.500000000, A.D. 1980-Oct-04 00",00,"00.0000, -8.201325450912645E+08,  2.031708751026860E+09, -5.256540133109106E+08,  1.065428869547651E+01, -3.583587181107606E+01,  2.317205066568636E+00,",,,
"2444547.500000000, A.D. 1980-Nov-04 00",00,"00.0000, -7.717944818365366E+08,  1.943410631217782E+09, -5.194270323037001E+08,  2.483537947891256E+01, -2.882041388988931E+01,  2.334256302600739E+00,",,,
"2444577.500000000, A.D. 1980-Dec-04 00",00,"00.0000, -6.949788308613058E+08,  1.884580782809707E+09, -5.133561088004686E+08,  3.330357258987326E+01, -1.581926071978077E+01,  2.351022800826025E+00,",,,
"2444608.500000000, A.D. 1981-Jan-04 00",00,"00.0000, -6.030241817991112E+08,  1.863735381676447E+09, -5.070352611227412E+08,  3.388385696082287E+01,  3.060889914132623E-01,  2.368462978676424E+00,",,,
"2444639.500000000, A.D. 1981-Feb-04 00",00,"00.0000, -5.212453507146550E+08,  1.884326735309368E+09, -5.006653267287288E+08,  2.590974993931660E+01,  1.432465747942343E+01,  2.386468044954729E+00,",,,
"2444667.500000000, A.D. 1981-Mar-04 00",00,"00.0000, -4.730003155677590E+08,  1.929078483909570E+09, -4.948689983575099E+08,  1.341007847352030E+01,  2.164134473416183E+01,  2.403209295652995E+00,",,,
"2444698.500000000, A.D. 1981-Apr-04 00",00,"00.0000, -4.582907486786925E+08,  1.989201602740194E+09, -4.884046898575234E+08, -2.398389367320607E+00,  2.184711101664006E+01,  2.422201175369183E+00,",,,
"2444728.500000000, A.D. 1981-May-04 00",00,"00.0000, -4.824083694984757E+08,  2.037652062488208E+09, -4.821014833523102E+08, -1.555695781336280E+01,  1.445046075981765E+01,  2.440903531650859E+00,",,,
"2444759.500000000, A.D. 1981-Jun-04 00",00,"00.0000, -5.362697470728343E+08,  2.059580665150057E+09, -4.755389139716647E+08, -2.352242563718387E+01,  1.262322313669360E+00,  2.460483437902091E+00,",,,
"2444789.500000000, A.D. 1981-Jul-04 00",00,"00.0000, -5.994826044628040E+08,  2.043713298264304E+09, -4.691399410894995E+08, -2.404130316790024E+01, -1.354848520166810E+01,  2.479035599598729E+00,",,,
"2444820.500000000, A.D. 1981-Aug-04 00",00,"00.0000, -6.561437559157779E+08,  1.988390386751249E+09, -4.624769066852568E+08, -1.710033285917915E+01, -2.719213137962687E+01,  2.498040696239765E+00,",,,
"2444851.500000000, A.D. 1981-Sep-04 00",00,"00.0000, -6.857522419663018E+08,  1.902727058481609E+09, -4.557609906054083E+08, -4.242059315681086E+00, -3.569111513244916E+01,  2.517348720077250E+00,",,,
"2444881.500000000, A.D. 1981-Oct-04 00",00,"00.0000, -6.774063990383899E+08,  1.807201130450090E+09, -4.492095198108517E+08,  1.082409386306257E+01, -3.674303517993469E+01,  2.537053415350568E+00,",,,
"2444912.500000000, A.D. 1981-Nov-04 00",00,"00.0000, -6.286263500351887E+08,  1.716346610159518E+09, -4.423836673754715E+08,  2.502822581437657E+01, -2.979946507995813E+01,  2.558475512686764E+00,",,,
"2444942.500000000, A.D. 1981-Dec-04 00",00,"00.0000, -5.512612020086206E+08,  1.654851858796140E+09, -4.357216346669209E+08,  3.354614497883631E+01, -1.685569496456538E+01,  2.580430376162732E+00,",,,
"2444973.500000000, A.D. 1982-Jan-04 00",00,"00.0000, -4.585524344006051E+08,  1.631136215232517E+09, -4.287775375825736E+08,  3.418779799283799E+01, -7.634157532622720E-01,  2.604297253128481E+00,",,,
"2445004.500000000, A.D. 1982-Feb-04 00",00,"00.0000, -3.758241106011879E+08,  1.648838737553665E+09, -4.217710547599479E+08,  2.627588283142055E+01,  1.325066923691898E+01,  2.628517270837755E+00,",,,
"2445032.500000000, A.D. 1982-Mar-04 00",00,"00.0000, -3.265908427014534E+08,  1.691043810816739E+09, -4.153887082004237E+08,  1.381246650612243E+01,  2.059943887424001E+01,  2.649898516201247E+00,",,,
"2445063.500000000, A.D. 1982-Apr-04 00",00,"00.0000, -3.107388916667683E+08,  1.748455154140329E+09, -4.082618081100783E+08, -1.979485582346031E+00,  2.083618212528432E+01,  2.673640429450733E+00,",,,
"2445093.500000000, A.D. 1982-May-04 00",00,"00.0000, -3.337858968018130E+08,  1.794382238742408E+09, -4.013038823437906E+08, -1.515388363646452E+01,  1.347000785572294E+01,  2.696400580896790E+00,",,,
"2445124.500000000, A.D. 1982-Jun-04 00",00,"00.0000, -3.866511825610027E+08,  1.813751621505196E+09, -3.940502022019663E+08, -2.315889400589390E+01,  2.997020599500214E-01,  2.720002562811505E+00,",,,
"2445154.500000000, A.D. 1982-Jul-04 00",00,"00.0000, -4.490462296998662E+08,  1.795381877606630E+09, -3.869674766894732E+08, -2.373511200973107E+01, -1.452486557454834E+01,  2.743827831837248E+00,",,,
"2445185.500000000, A.D. 1982-Aug-04 00",00,"00.0000, -5.050128927348026E+08,  1.737361742938203E+09, -3.795817350025339E+08, -1.685751881842717E+01, -2.821418187260345E+01,  2.769617229409286E+00,",,,
"2445216.500000000, A.D. 1982-Sep-04 00",00,"00.0000, -5.340495545031935E+08,  1.648808352283216E+09, -3.721254430432222E+08, -4.049220500700006E+00, -3.679649665911489E+01,  2.797014527616280E+00,",,,
"2445246.500000000, A.D. 1982-Oct-04 00",00,"00.0000, -5.252031558164955E+08,  1.550242150366760E+09, -3.648398381493899E+08,  1.100258086790084E+01, -3.795307087885112E+01,  2.824662752717776E+00,",,,
"2445277.500000000, A.D. 1982-Nov-04 00",00,"00.0000, -4.758718109413413E+08,  1.455972660652158E+09, -3.572363589360306E+08,  2.523322425375287E+01, -3.112778199637483E+01,  2.854360326720942E+00,",,,
"2445307.500000000, A.D. 1982-Dec-04 00",00,"00.0000, -3.978463273013101E+08,  1.390933453957253E+09, -3.498030256884594E+08,  3.381888921640004E+01, -1.827493399716887E+01,  2.883428762915846E+00,",,,
"2445338.500000000, A.D. 1983-Jan-04 00",00,"00.0000, -3.042599636617343E+08,  1.363384657156266E+09, -3.420416734425161E+08,  3.455774861103517E+01, -2.234434884822613E+00,  2.913635736091764E+00,",,,
"2445369.500000000, A.D. 1983-Feb-04 00",00,"00.0000, -2.204456875560859E+08,  1.377188045217133E+09, -3.341966780660153E+08,  2.673129467464475E+01,  1.178351510973586E+01,  2.944415419928304E+00,",,,
"2445397.500000000, A.D. 1983-Mar-04 00",00,"00.0000, -1.701062529825349E+08,  1.415891631654897E+09, -3.270370345893859E+08,  1.430525873445411E+01,  1.915104959208290E+01,  2.973553400095723E+00,",,,
"2445428.500000000, A.D. 1983-Apr-04 00",00,"00.0000, -1.529696273500418E+08,  1.469480786876454E+09, -3.190269933632051E+08, -1.483673250826562E+00,  1.942819828762478E+01,  3.006294265691338E+00,",,,
"2445458.500000000, A.D. 1983-May-04 00",00,"00.0000, -1.748120277337964E+08,  1.511752486526521E+09, -3.111898530603730E+08, -1.469621720036317E+01,  1.207821363887374E+01,  3.039282541354577E+00,",,,
"2445489.500000000, A.D. 1983-Jun-04 00",00,"00.0000, -2.265477000481518E+08,  1.527330881741641E+09, -3.030008112337762E+08, -2.277033301092257E+01, -1.111136134971688E+00,  3.074870677132721E+00,",,,
"2445519.500000000, A.D. 1983-Jul-04 00",00,"00.0000, -2.880003407860212E+08,  1.505192736016846E+09, -2.949853265894860E+08, -2.341561675092706E+01, -1.599605399000319E+01,  3.110412106786641E+00,",,,
"2445550.500000000, A.D. 1983-Aug-04 00",00,"00.0000, -3.431510479639778E+08,  1.443082363298516E+09, -2.866055715999172E+08, -1.659831265568781E+01, -2.979221660828166E+01,  3.148512864617672E+00,",,,
"2445581.500000000, A.D. 1983-Sep-04 00",00,"00.0000, -3.714925553994201E+08,  1.350147418037432E+09, -2.781231112002249E+08, -3.815936512953704E+00, -3.851259321990451E+01,  3.187509346879597E+00,",,,
"2445611.500000000, A.D. 1983-Oct-04 00",00,"00.0000, -3.620190917686154E+08,  1.247002245223456E+09, -2.698122998754876E+08,  1.124642671554349E+01, -3.981034681143046E+01,  3.226477338691696E+00,",,,
"2445642.500000000, A.D. 1983-Nov-04 00",00,"00.0000, -3.119957372021892E+08,  1.147622254150568E+09, -2.611142903517533E+08,  2.552839582969884E+01, -3.311892903978243E+01,  3.268322613198897E+00,",,,
"2445672.500000000, A.D. 1983-Dec-04 00",00,"00.0000, -2.331729608949988E+08,  1.077296578506272E+09, -2.525852581536720E+08,  3.418055252479500E+01, -2.037296313384415E+01,  3.311326964992992E+00,",,,
"2445703.500000000, A.D. 1984-Jan-04 00",00,"00.0000, -1.385716214699011E+08,  1.044000003083436E+09, -2.436513396290001E+08,  3.498776368018746E+01, -4.409000677772953E+00,  3.358321820374794E+00,",,,
"2445734.500000000, A.D. 1984-Feb-04 00",00,"00.0000, -5.355132684393464E+07,  1.051852478822773E+09, -2.345892900342485E+08,  2.720991928019629E+01,  9.551829321860682E+00,  3.407855433377563E+00,",,,
"2445763.500000000, A.D. 1984-Mar-04 00",00,"00.0000, -7.457350850469768E+05,  1.086520851407651E+09, -2.259911231075819E+08,  1.431322183799867E+01,  1.701993714535887E+01,  3.455747089552989E+00,",,,
"2445794.500000000, A.D. 1984-Apr-04 00",00,"00.0000,  1.640703218681641E+07,  1.133918390240903E+09, -2.166655982791795E+08, -1.485144846475399E+00,  1.696240394181102E+01,  3.509245450929088E+00,",,,
"2445824.500000000, A.D. 1984-May-04 00",00,"00.0000, -5.281351930676356E+06,  1.169391260982884E+09, -2.075032441904539E+08, -1.460123440335292E+01,  9.310559106540580E+00,  3.562758366855235E+00,",,,
"2445855.500000000, A.D. 1984-Jun-04 00",00,"00.0000, -5.649781166393246E+07,  1.177229359240469E+09, -1.978865724364738E+08, -2.250093662956554E+01, -4.131395586665350E+00,  3.620072294539819E+00,",,,
"2445885.500000000, A.D. 1984-Jul-04 00",00,"00.0000, -1.169888136225802E+08,  1.147091343686469E+09, -1.884289042849030E+08, -2.295347188776397E+01, -1.917582738188135E+01,  3.678343519170551E+00,",,,
"2445916.500000000, A.D. 1984-Aug-04 00",00,"00.0000, -1.706746623209053E+08,  1.076388754252328E+09, -1.784908828412121E+08, -1.595555261012884E+01, -3.305078334874646E+01,  3.742118051989641E+00,",,,
"2445947.500000000, A.D. 1984-Sep-04 00",00,"00.0000, -1.971881247238897E+08,  9.747081927057372E+08, -1.683746357665835E+08, -3.069430690022346E+00, -4.178551849177452E+01,  3.810858079679569E+00,",,,
"2445977.500000000, A.D. 1984-Oct-04 00",00,"00.0000, -1.858065090960189E+08,  8.630444786166779E+08, -1.584036838194829E+08,  1.199083612178998E+01, -4.308939126544287E+01,  3.882252056753959E+00,",,,
"2446008.500000000, A.D. 1984-Nov-04 00",00,"00.0000, -1.339402149255563E+08,  7.547774813890123E+08, -1.479005141772462E+08,  2.615198889584725E+01, -3.645129316968645E+01,  3.961460607263316E+00,",,,
